anchor,positive,negative
embeddings_train_data\topwear\anchor\f0da2a7055121d24779302f980be3ce2.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\37c3eee599508abea0717ccec2f6a099.jpg
embeddings_train_data\topwear\anchor\f35203fe5e001db29c351e82622c164a.jpg,embeddings_train_data\topwear\positive\97f8e1c8dd294864a3e347d13ce28a91.jpg,embeddings_train_data\topwear\positive\65a65e9582886b993f1b4a0da47d7dca.jpg
embeddings_train_data\topwear\anchor\f35203fe5e001db29c351e82622c164a.jpg,embeddings_train_data\topwear\positive\ae3915f182a44acfdcf2cf090e391082.jpg,embeddings_train_data\topwear\positive\45f6fa6c50d9303c93e21b7be1de4567.jpg
embeddings_train_data\topwear\anchor\f35203fe5e001db29c351e82622c164a.jpg,embeddings_train_data\topwear\positive\623357eea208542598dbd5fee9e5645e.jpg,embeddings_train_data\topwear\positive\ebe94cc01d4539852dac316869bedebd.jpg
embeddings_train_data\topwear\anchor\f37bc6af41b18e786c2ba7d20bc9455e.jpg,embeddings_train_data\topwear\positive\c618ba44c9bbc96b2bed3251a4edf51c.jpg,embeddings_train_data\topwear\positive\918ffc1134e2a7754de863cde7a016e2.jpg
embeddings_train_data\topwear\anchor\f3de926e13c1589e21387f47c884219b.jpg,embeddings_train_data\topwear\positive\01668599f9699444d4ab9b3bda3ed0c1.jpg,embeddings_train_data\topwear\positive\59b711352131ae711ecddead23e2d2fd.jpg
embeddings_train_data\topwear\anchor\f3de926e13c1589e21387f47c884219b.jpg,embeddings_train_data\topwear\positive\7c192b9c2d4fcdbb87a10401416bf54d.jpg,embeddings_train_data\topwear\positive\6c27e29892ae706008fd92679c2422be.jpg
embeddings_train_data\topwear\anchor\f3de926e13c1589e21387f47c884219b.jpg,embeddings_train_data\topwear\positive\c9774258864126bf6432ca1ad5dfcf02.jpg,embeddings_train_data\topwear\positive\8fc995213f234150865d9d762ad175a9.jpg
embeddings_train_data\topwear\anchor\f41bdb72cdba1d5597e9e8ec0dd029a0.jpg,embeddings_train_data\topwear\positive\b65e21a199abbb2d9f95d19c3a997632.jpg,embeddings_train_data\topwear\positive\526d534eb4910aa077a90bc5f974cd8c.jpg
embeddings_train_data\topwear\anchor\f41bdb72cdba1d5597e9e8ec0dd029a0.jpg,embeddings_train_data\topwear\positive\5cadca17a069816118989ab7b8349408.jpg,embeddings_train_data\topwear\positive\0b989185105e7ee2a280009dd61eb354.jpg
embeddings_train_data\topwear\anchor\f41bdb72cdba1d5597e9e8ec0dd029a0.jpg,embeddings_train_data\topwear\positive\105d30cb817ce989f889587801c2cfe9.jpg,embeddings_train_data\topwear\positive\7228b868c03bb974c9b0da6029059d84.jpg
embeddings_train_data\topwear\anchor\fc61d9d4fda728d96876c8a953a94a14.jpg,embeddings_train_data\topwear\positive\b27ec8ea84341f2984f4f8ba310f7eaf.jpg,embeddings_train_data\topwear\positive\623cb73c0ec5e7122318ff951bbb55f8.jpg
embeddings_train_data\topwear\anchor\fc61d9d4fda728d96876c8a953a94a14.jpg,embeddings_train_data\topwear\positive\b740f8ee991e8919bf417cbcfb1ae425.jpg,embeddings_train_data\topwear\positive\21bcd3b3173480f9fa8ee70d392396b2.jpg
embeddings_train_data\topwear\anchor\010f1fc3808fc8c8cd0177388c937e83.jpg,embeddings_train_data\topwear\positive\abaef51e1716c67bd11663e3fa4da35d.jpg,embeddings_train_data\topwear\positive\073326edf6b3ac13ccf81695ac59f967.jpg
embeddings_train_data\topwear\anchor\016d7942588a827ab2425e6ac618aa03.jpg,embeddings_train_data\topwear\positive\0aba9fb610db58dc142745fe27a64642.jpg,embeddings_train_data\topwear\positive\b54b65d57f265c905b0d719d38905cda.jpg
embeddings_train_data\topwear\anchor\0326d8a8187a8039db057fae3e71554b.jpg,embeddings_train_data\topwear\positive\febb2952cbf42f0654a42ba63c587b67.jpg,embeddings_train_data\topwear\positive\084585ac71660213cebac04c323d8e5c.jpg
embeddings_train_data\topwear\anchor\076d3f50d0649a0e436bf87ddce1a711.jpg,embeddings_train_data\topwear\positive\4630bfe5a9d6e4a64ac9137d40d66965.jpg,embeddings_train_data\topwear\positive\891f291f04bc17ebfef9eecb4938114b.jpg
embeddings_train_data\topwear\anchor\0b73c7bfd17b0fc1ac85440df7c5413c.jpg,embeddings_train_data\topwear\positive\c4e2cdbe55a18f1c0146a2fcd6c45e06.jpg,embeddings_train_data\topwear\positive\3bff03dd1123c39086ecd0664af15843.jpg
embeddings_train_data\topwear\anchor\1168e5fe557ab6d3f3d3ee67292fc12c.jpg,embeddings_train_data\topwear\positive\4719d4ca865f0a82a8f0f86f611d1fe8.jpg,embeddings_train_data\topwear\positive\f80d22f25fba6548ac7d99563019d1c1.jpg
embeddings_train_data\topwear\anchor\1168e5fe557ab6d3f3d3ee67292fc12c.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\fa6d8ac104c4365fa3a4703bf037b6d9.jpg
embeddings_train_data\topwear\anchor\17702447a1d46aa482abec7a9c8872d7.jpg,embeddings_train_data\topwear\positive\2c46b467c187be259c64aadd24b3457a.jpg,embeddings_train_data\topwear\positive\cb35e1785d852d0525ec25438c71fd12.jpg
embeddings_train_data\topwear\anchor\17d502ce1f77fab1b530eae84b361cb3.jpg,embeddings_train_data\topwear\positive\b0642b0d16f06169bc26d52589ad4f54.jpg,embeddings_train_data\topwear\positive\c4e83a6bb015bd910915b4b9acc70097.jpg
embeddings_train_data\topwear\anchor\17fa54ef81f66a516f3ddcd584817d0e.jpg,embeddings_train_data\topwear\positive\91981e7b38066aad43028e05beb30b2e.jpg,embeddings_train_data\topwear\positive\dfd69073a145a91d24c8b6b27aac869b.jpg
embeddings_train_data\topwear\anchor\1fc7159a13a71c40c4520b490f493258.jpg,embeddings_train_data\topwear\positive\07af5a8aff9fb308599dad8aeee52291.jpg,embeddings_train_data\topwear\positive\5d021f61f9f6441857b3833ab56f26d1.jpg
embeddings_train_data\topwear\anchor\22190f2a11ca1dfa102b49fec6625858.jpg,embeddings_train_data\topwear\positive\574557167dc81470b4ffca869c43ec32.jpg,embeddings_train_data\topwear\positive\7749c94da32c51b6c0eeb3365dd50de6.jpg
embeddings_train_data\topwear\anchor\2243c3d8245b77c3ecc62c46f14c4d9b.jpg,embeddings_train_data\topwear\positive\ecd61ae448bb57c7184f673dadcb9bf9.jpg,embeddings_train_data\topwear\positive\94cbd43f336ac10e7aa92a443470a678.jpg
embeddings_train_data\topwear\anchor\2243c3d8245b77c3ecc62c46f14c4d9b.jpg,embeddings_train_data\topwear\positive\5d012d9ba851f880fe7c4a85b6db81f6.jpg,embeddings_train_data\topwear\positive\289e6eef0ad789199700883d422fe1f4.jpg
embeddings_train_data\topwear\anchor\233a9ac38e432f7d94011be2add8b879.jpg,embeddings_train_data\topwear\positive\81e2a1fcbfa01d806f1c2f004331518a.jpg,embeddings_train_data\topwear\positive\533d62ede450387a1144c6da794edf32.jpg
embeddings_train_data\topwear\anchor\249fc908154b34d5107e7ff1028eeffc.jpg,embeddings_train_data\topwear\positive\2227c21c44a247f507edc394335b65b3.jpg,embeddings_train_data\topwear\positive\407057f0928eefa1b0d0f90040912a66.jpg
embeddings_train_data\topwear\anchor\249fc908154b34d5107e7ff1028eeffc.jpg,embeddings_train_data\topwear\positive\1a84b2ca145b07e3ab83e0bbc810671f.jpg,embeddings_train_data\topwear\positive\96d6977c045ca71a863f2168dd7ddb50.jpg
embeddings_train_data\topwear\anchor\249fc908154b34d5107e7ff1028eeffc.jpg,embeddings_train_data\topwear\positive\8c26c2af1664dc1f34b5a1937510fa80.jpg,embeddings_train_data\topwear\positive\e9e692a0af1ac0feb53ec12c79ae320b.jpg
embeddings_train_data\topwear\anchor\249fc908154b34d5107e7ff1028eeffc.jpg,embeddings_train_data\topwear\positive\4f158ea412dbb1df180efe6b81b04cad.jpg,embeddings_train_data\topwear\positive\13a29950313971946764b61a48e7fcfa.jpg
embeddings_train_data\topwear\anchor\25a6097698f78589cdbb88c053e5a642.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg,embeddings_train_data\topwear\positive\8909e668533818e6e1ebb76831b08d3c.jpg
embeddings_train_data\topwear\anchor\25a6097698f78589cdbb88c053e5a642.jpg,embeddings_train_data\topwear\positive\936267fb438a618d5dd086d11bf2e1fe.jpg,embeddings_train_data\topwear\positive\49dea9b6abafd92dbd165da893d5e252.jpg
embeddings_train_data\topwear\anchor\25a6097698f78589cdbb88c053e5a642.jpg,embeddings_train_data\topwear\positive\6ce07a7a790deeb039a80c3b91e1492e.jpg,embeddings_train_data\topwear\positive\b740f8ee991e8919bf417cbcfb1ae425.jpg
embeddings_train_data\topwear\anchor\25a6097698f78589cdbb88c053e5a642.jpg,embeddings_train_data\topwear\positive\cb851310244ab2481c3056fd898e7789.jpg,embeddings_train_data\topwear\positive\b094e913602ffdb7ccb28a5a31cdcbfb.jpg
embeddings_train_data\topwear\anchor\25a6097698f78589cdbb88c053e5a642.jpg,embeddings_train_data\topwear\positive\be9c26674ed91a9ccaf27de1217177cb.jpg,embeddings_train_data\topwear\positive\5ffb0d198bdce0000b8d46422fccdb29.jpg
embeddings_train_data\topwear\anchor\25a6097698f78589cdbb88c053e5a642.jpg,embeddings_train_data\topwear\positive\c19b8d96d68c8884d6a5c09c8829aea4.jpg,embeddings_train_data\topwear\positive\f2db82b3292906397ae2faf22dc60657.jpg
embeddings_train_data\topwear\anchor\25b24cf757ec8a999a3ab1cda5627f48.jpg,embeddings_train_data\topwear\positive\c6c6260159a355c58642e8c0fa7fb609.jpg,embeddings_train_data\topwear\positive\8e1e46c152d0f16fc4bd88ed82cd3894.jpg
embeddings_train_data\topwear\anchor\28d9e82cfde2e4378fab4ae82004e2c1.jpg,embeddings_train_data\topwear\positive\c3c6767fd477a1d07b6e35d70db7e909.jpg,embeddings_train_data\topwear\positive\3708aa311b71b363b543de1ea15254e8.jpg
embeddings_train_data\topwear\anchor\28d9e82cfde2e4378fab4ae82004e2c1.jpg,embeddings_train_data\topwear\positive\6f20a803732510d6c5d1b685053ccfe1.jpg,embeddings_train_data\topwear\positive\e3e72d1bc7a4094cb599bfdfe35d2fe3.jpg
embeddings_train_data\topwear\anchor\293207ef6df5ca08500eb5b1a836be81.jpg,embeddings_train_data\topwear\positive\78781e92256e0a1866d2f0700a50c7b4.jpg,embeddings_train_data\topwear\positive\99450fd1535c99f78e0d9d90cbc89e22.jpg
embeddings_train_data\topwear\anchor\29653170b74783181286de038efef551.jpg,embeddings_train_data\topwear\positive\c5b400704fc27fc23f2a336357f3b8c3.jpg,embeddings_train_data\topwear\positive\2d51ba2e51177d48d0532e1bbf302ad5.jpg
embeddings_train_data\topwear\anchor\29653170b74783181286de038efef551.jpg,embeddings_train_data\topwear\positive\a4000c5826d316154ca44c7d72c16eae.jpg,embeddings_train_data\topwear\positive\c37f4c64c88b8416a8e1ced68554c5ad.jpg
embeddings_train_data\topwear\anchor\29653170b74783181286de038efef551.jpg,embeddings_train_data\topwear\positive\c890d7a1d4c13cbe0de4814b5cd181f9.jpg,embeddings_train_data\topwear\positive\02db4aae8eb6a7299926da40586b677c.jpg
embeddings_train_data\topwear\anchor\2ae09015d2b3e601952e6b812283196b.jpg,embeddings_train_data\topwear\positive\084def15ea9d577573f11cc06111e3e9.jpg,embeddings_train_data\topwear\positive\cce9bf8ce6edb180a4330bd7231df56f.jpg
embeddings_train_data\topwear\anchor\2c1f16ded25513c862a4bd67ba92583b.jpg,embeddings_train_data\topwear\positive\9d2bcd13436b45c61b66489498bfce35.jpg,embeddings_train_data\topwear\positive\11eb662a1359bd84fcb56f2a5af716bd.jpg
embeddings_train_data\topwear\anchor\2d4a260a8a8be492dd4455b1d43acfa7.jpg,embeddings_train_data\topwear\positive\7a7fe68f521a50502fcf99cc79cfeaf2.jpg,embeddings_train_data\topwear\positive\cc88926978632d6c285ade7f33f970d6.jpg
embeddings_train_data\topwear\anchor\2fbfb1f36126c76bdfa90646b75430f5.jpg,embeddings_train_data\topwear\positive\839eea4af14ceeb593edc7f130dacfa9.jpg,embeddings_train_data\topwear\positive\cbac14f9da5d56fbab7736dd8288ab77.jpg
embeddings_train_data\topwear\anchor\33fa9a5c7c21c9c65f5e0a7a069b6fc8.jpg,embeddings_train_data\topwear\positive\2a3b9277262b5d47f08dcc7dd92e5176.jpg,embeddings_train_data\topwear\positive\cf6c48fcc402af6e7df4dbbc5b443308.jpg
embeddings_train_data\topwear\anchor\3856ccb35327a2e01b9822c26b711e8b.jpg,embeddings_train_data\topwear\positive\6cfe2b2f46521c3984ad2f13b1b93054.jpg,embeddings_train_data\topwear\positive\71180e6028f07d912c44b6f1f9581882.jpg
embeddings_train_data\topwear\anchor\3e2b37347b68ee0144510af342fdf3cd.jpg,embeddings_train_data\topwear\positive\c4bb0bc58c7adca7287963d610327cc4.jpg,embeddings_train_data\topwear\positive\9f87bd241110c6a6836c8d2ec4d1d0ab.jpg
embeddings_train_data\topwear\anchor\3e2b37347b68ee0144510af342fdf3cd.jpg,embeddings_train_data\topwear\positive\2eb03dfe398eb3aad5d88b51b52e9b3b.jpg,embeddings_train_data\topwear\positive\541be25cf47c29315515baf099fef7db.jpg
embeddings_train_data\topwear\anchor\421e080b5a220e810a330d89027c3e01.jpg,embeddings_train_data\topwear\positive\d6170cb9c2635caf8890bb4a88705059.jpg,embeddings_train_data\topwear\positive\777660727770b8dec6ac14103d52eb85.jpg
embeddings_train_data\topwear\anchor\421e080b5a220e810a330d89027c3e01.jpg,embeddings_train_data\topwear\positive\9025a2ee902f7fa679a5673f0c0caf90.jpg,embeddings_train_data\topwear\positive\852bceca18e6949a758aba21f5d85522.jpg
embeddings_train_data\topwear\anchor\43aa80b10ad9763afd135b9f26b0336f.jpg,embeddings_train_data\topwear\positive\ac5328c63193865c89093b5b2932c59c.jpg,embeddings_train_data\topwear\positive\febb2952cbf42f0654a42ba63c587b67.jpg
embeddings_train_data\topwear\anchor\43aa80b10ad9763afd135b9f26b0336f.jpg,embeddings_train_data\topwear\positive\28d39fa14eed1764e9f2264c73406b95.jpg,embeddings_train_data\topwear\positive\791952c061140afa9c237d2f1cd6903c.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\6c2793cc1a8cc1390dc77db544227df5.jpg,embeddings_train_data\topwear\positive\e6852226851258ff7396514eaca3bc85.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\6bf1a53e66bc6f85502233e933a53a1a.jpg,embeddings_train_data\topwear\positive\07f42b373e127e4be14912195721046c.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\ec4ae0bcb31f109027de35797c17b956.jpg,embeddings_train_data\topwear\positive\52a5383868d78427d503eeb59693ff05.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\8156aadaf202938bbf711d45f008d8bd.jpg,embeddings_train_data\topwear\positive\3ad3f3d91f8ee40dcba797ee9a1bd7b8.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\083e3b3a7348e7126cb1085958a82878.jpg,embeddings_train_data\topwear\positive\568769e79c0da9f1cdd1afa7ded80e46.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\2b04b45c4964c1f0612eb8c3d1b6eef9.jpg,embeddings_train_data\topwear\positive\a74f2a13002e1b6d3b0569b966c3d3ef.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\18b909cd4aa4cf8dcdf2c5315fa0244d.jpg,embeddings_train_data\topwear\positive\5a1153e63295dc1848dff1777e91b2f2.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\1c25f3f2f739cc2b2dcf15020c7bf102.jpg,embeddings_train_data\topwear\positive\eb0387b8c7de725492651302852b6d9a.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\6dc76ab094ef5fda0e89d76ad1b58510.jpg,embeddings_train_data\topwear\positive\45cc3bfc067f08c59e7d90f80f9f52d1.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\176a58617647107a46bff0d9887a4f4b.jpg,embeddings_train_data\topwear\positive\c94e08effeadd5d77d08fa6a9ffe999b.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\d15e1b4a93bacc342f13f7a707a185b4.jpg,embeddings_train_data\topwear\positive\c32a589d578ca9acfa80cca2056ed9dd.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\da48448924627e46fa76ab9715a0a1af.jpg,embeddings_train_data\topwear\positive\91981e7b38066aad43028e05beb30b2e.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\2df3d0149c039813f7af37d59c39c105.jpg,embeddings_train_data\topwear\positive\99b10d18c4f69ba507706d9cb797b11e.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\8b0b223a81ce461fa6bedbea6d403523.jpg,embeddings_train_data\topwear\positive\eb31e56cf9bd81e0308e35b8eaac7454.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\bbcd57c076b66d46c6eca654b92e0610.jpg,embeddings_train_data\topwear\positive\387f396fbf4830ea8c913a031c3baf54.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\e9b3106180620b238cc2da545eb8dc73.jpg,embeddings_train_data\topwear\positive\6c5e45d3e8eb397098d8be679cfeab84.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\2424568c8451534edc86dc5c45b48f0c.jpg,embeddings_train_data\topwear\positive\fdc66fc761a492ff89d186537f2845f0.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\b7f6a7427328962e544909e3ed179dd2.jpg,embeddings_train_data\topwear\positive\710ac6e3c43e71165691f1a16b75874b.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\a88ee6c18774e2cf41f3edb57d28ef3d.jpg,embeddings_train_data\topwear\positive\fe629f995c3a2ede7f26646d4695a45b.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\c832189b33961497a618d706431a1f1f.jpg,embeddings_train_data\topwear\positive\e211a9f13020ef37d1e489b1552fa748.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\e171814dca0531044fa361eab1cbecb3.jpg,embeddings_train_data\topwear\positive\ea950a05bd748d4e22dc0692434b1823.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\1497e386144726e67dab55c0808ab589.jpg,embeddings_train_data\topwear\positive\164fbec2d1b14f566de03d6afdf690ca.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\8e6dab45312fe3d4603abe05f5e9dc39.jpg,embeddings_train_data\topwear\positive\9eb07e9feba6aa76f290e54b202c11ef.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\980f257b44bf57ec19346378540f968d.jpg,embeddings_train_data\topwear\positive\281ea92deb61327c81856b7cd77bf68e.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\571a862308b33d1337b3c691edc29aa7.jpg,embeddings_train_data\topwear\positive\cf03c95d8f9f23d21ad295ff59a8b8c3.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\64f23688bece6de07f4beaa6cfc69cfa.jpg,embeddings_train_data\topwear\positive\64c0048bacbd4b463fd70ea09f7e9a5c.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\9e0fa2d6ddaadec65e5bb1abbc56e8ba.jpg,embeddings_train_data\topwear\positive\2e8b2e58bd9b613f56c07944ea9c86db.jpg
embeddings_train_data\topwear\anchor\43cff8df60f74daf4c7f9c7f5d0fdace.jpg,embeddings_train_data\topwear\positive\ca455fc8643e57d1d7fb798d6fe9e519.jpg,embeddings_train_data\topwear\positive\497ce1584ab61201225bd3f817b4ea0d.jpg
embeddings_train_data\topwear\anchor\472df632fbb7a6c563173eff24053062.jpg,embeddings_train_data\topwear\positive\4efa3d18eb70ce48da7aaa2047ef4549.jpg,embeddings_train_data\topwear\positive\c12303e0238d1efb919eef4839c1fc84.jpg
embeddings_train_data\topwear\anchor\49af5d192d3195c669c3556016a6a43f.jpg,embeddings_train_data\topwear\positive\b1c3daca1662fd234344519b612ac721.jpg,embeddings_train_data\topwear\positive\1f506ef3373d33c02db115e17bcdf61d.jpg
embeddings_train_data\topwear\anchor\588a44c6c2f5c79352fa01e84bec0a52.jpg,embeddings_train_data\topwear\positive\f86017bc2e570936f6850e92267e15f3.jpg,embeddings_train_data\topwear\positive\d3582ebf2054811689667ff7cb1d7e60.jpg
embeddings_train_data\topwear\anchor\5dc6f36bdb55b9954a79e6a7e5ba1e37.jpg,embeddings_train_data\topwear\positive\9debf469fbe44f79c0c419931fc1feac.jpg,embeddings_train_data\topwear\positive\54bcc14de0153ae77965ae4e00721839.jpg
